Date,YoY,InfChange
1999-06-30,2.070264,-0.03857024368904183
1999-07-31,2.111144,0.019746273905163703
1999-08-31,2.094839,-0.007723300731735994
1999-09-30,2.070746,-0.011501122520632734
1999-10-31,2.04962,-0.010202120395258585
1999-11-30,2.147821,0.04791180804246631
1999-12-31,2.167848,0.009324333824839437
2000-01-31,2.335519,0.07734444481347391
2000-02-29,2.379221,0.018711900866573927
2000-03-31,2.483286,0.043739106203249056
2000-04-30,2.409239,-0.02981815223860651
2000-05-31,2.558647,0.06201460295138839
2000-06-30,2.701492,0.05582833427198053
2000-07-31,2.71297,0.004248763275997103
2000-08-31,2.874818,0.05965712853441052
2000-09-30,2.897082,0.007744490259905312
2000-10-31,2.919941,0.007890353120829863
2000-11-30,2.870145,-0.01705376923711821
2000-12-31,2.972089,0.035518762989326325
2001-01-31,2.878468,-0.03150006611511302
2001-02-28,2.979742,0.035183298893717074
2001-03-31,2.961886,-0.005992465119463386
2001-04-30,3.091112,0.043629633280956925
2001-05-31,3.07401,-0.005532636798666668
2001-06-30,3.200619,0.041186918715293785
2001-07-31,3.207811,0.002247065333299547
2001-08-31,3.251713,0.013685968406492721
2001-09-30,3.388746,0.04214178803602886
2001-10-31,3.484066,0.028128399118729996
2001-11-30,3.601999,0.0338492439580651
2001-12-31,3.564921,-0.010293728565721416
2002-01-31,3.557463,-0.0020920519697351647
2002-02-28,3.527436,-0.008440565650296272
2002-03-31,3.46848,-0.01671355624878801
2002-04-30,3.465822,-0.0007663299197342432
2002-05-31,3.452132,-0.003950000894448746
2002-06-30,3.241692,-0.0609594302882972
2002-07-31,3.263706,0.006790898086554753
2002-08-31,3.146595,-0.03588282768116979
2002-09-30,3.026606,-0.03813296595208471
2002-10-31,2.937194,-0.029542001833076426
2002-11-30,2.824322,-0.03842851374475087
2002-12-31,2.792164,-0.011386095494777093
2003-01-31,2.778159,-0.005015822852812435
2003-02-28,2.69562,-0.029709962604732132
2003-03-31,2.619135,-0.02837380639704401
2003-04-30,2.450573,-0.06435788915042562
2003-05-31,2.338588,-0.04569747565161286
2003-06-30,2.261697,-0.03287924166206291
2003-07-31,2.228217,-0.014803043909064728
2003-08-31,2.155287,-0.032730205361506504
2003-09-30,2.174311,0.008826666703784625
2003-10-31,2.150681,-0.010867810538602751
2003-11-30,2.025956,-0.05799325887939688
2003-12-31,1.967767,-0.028721749139665298
2004-01-31,1.949813,-0.009124047714998751
2004-02-29,2.037157,0.0447960907020315
2004-03-31,2.126567,0.04388959711990781
2004-04-30,2.247883,0.05704781462328712
2004-05-31,2.228612,-0.008572955087075229
2004-06-30,2.370793,0.06379800521580248
2004-07-31,2.254997,-0.04884272899405384
2004-08-31,2.249671,-0.0023618656698877194
2004-09-30,2.23192,-0.007890487097891197
2004-10-31,2.229333,-0.0011590917237177534
2004-11-30,2.293797,0.02891627226618909
2004-12-31,2.304188,0.004530043417093843
2005-01-31,2.308836,0.0020171965134789804
2005-02-28,2.279146,-0.012859293600758104
2005-03-31,2.238654,-0.017766303694453978
2005-04-30,2.231837,-0.0030451333703197525
2005-05-31,2.350311,0.05308362573073211
2005-06-30,2.191008,-0.06777954066504388
2005-07-31,2.292571,0.04635446333377158
2005-08-31,2.256804,-0.015601261640315722
2005-09-30,2.326514,0.0308888144473336
2005-10-31,2.318218,-0.0035658500228238355
2005-11-30,2.424911,0.0460237130416552
2005-12-31,2.463042,0.015724700824071736
2006-01-31,2.444816,-0.007399792614174006
2006-02-28,2.492938,0.019683280868580733
2006-03-31,2.575349,0.03305778162152451
2006-04-30,2.67529,0.03880677919769315
2006-05-31,2.778406,0.03854385879661648
2006-06-30,3.029284,0.09029565873382084
2006-07-31,3.089187,0.019774639815877126
2006-08-31,3.219901,0.04231339831483183
2006-09-30,3.207054,-0.003989874222841139
2006-10-31,3.285968,0.024606383303804824
2006-11-30,3.141252,-0.04404059929981052
2006-12-31,3.1159,-0.008070667364477702
2007-01-31,3.136734,0.006686350653101858
2007-02-28,3.152428,0.005003293234300266
2007-03-31,3.099888,-0.01666651863262225
2007-04-30,2.957465,-0.04594456315841089
2007-05-31,2.774199,-0.06196725912225509
2007-06-30,2.621714,-0.05496541524238163
2007-07-31,2.525322,-0.036766786918786654
2007-08-31,2.459164,-0.026197847244826655
2007-09-30,2.475003,0.006440806713175817
2007-10-31,2.494632,0.00793089947769765
2007-11-30,2.64947,0.062068473426140525
2007-12-31,2.712396,0.023750410459450366
2008-01-31,2.747695,0.013013955189434157
2008-02-29,2.617738,-0.04729673417173308
2008-03-31,2.688949,0.027203257163245453
2008-04-30,2.725505,0.013594902692464661
2008-05-31,2.793043,0.02477999490002758
2008-06-30,2.933931,0.05044247439083471
2008-07-31,3.010504,0.026099114123679268
2008-08-31,3.080765,0.023338617055483013
2008-09-30,3.071629,-0.002965497206050993
2008-10-31,2.922213,-0.04864389547044912
2008-11-30,2.777101,-0.04965825557548342
2008-12-31,2.614507,-0.058548104660219424
2009-01-31,2.535975,-0.030037020363686162
2009-02-28,2.54257,0.0026005776870827724
2009-03-31,2.437701,-0.041245275449643404
2009-04-30,2.359914,-0.031909984038239414
2009-05-31,2.273815,-0.03648395661875814
2009-06-30,2.078063,-0.08608967748035778
2009-07-31,1.910212,-0.08077281583859597
2009-08-31,1.757047,-0.08018219967207829
2009-09-30,1.602846,-0.08776145430372662
2009-10-31,1.509202,-0.058423579058749286
2009-11-30,1.361569,-0.09782189527975704
